University,Programme,Faculty,Field,Tuition Fees,Location
UKM,Bachelor of Science with Honours (Biomedical Science),Faculty of Health Sciences,Medicine & Healthcare,600,West
UKM,Bachelor of Science with Honours (Diagnostic Imaging and Radiotherapy),Faculty of Health Sciences,Medicine & Healthcare,600,West
UKM,Bachelor of Science with Honours (Dietetics),Faculty of Health Sciences,Medicine & Healthcare,600,West
UKM,Bachelor of Science with Honours (Environmental and Occupational Health),Faculty of Health Sciences,Medicine & Healthcare,600,West
UKM,Bachelor of Science with Honours (Nutrition),Faculty of Health Sciences,Medicine & Healthcare,600,West
UKM,Bachelor of Science with Honours (Forensic Science),Faculty of Health Sciences,Medicine & Healthcare,600,West
UKM,Bachelor of Science with Honours (Occupational Therapy),Faculty of Health Sciences,Medicine & Healthcare,600,West
UKM,Bachelor of Science with Honours (Optometry),Faculty of Health Sciences,Medicine & Healthcare,600,West
UKM,Bachelor of Science with Honours (Physiotherapy),Faculty of Health Sciences,Medicine & Healthcare,600,West
UKM,Bachelor of Science with Honours (Speech Science),Faculty of Health Sciences,Medicine & Healthcare,600,West
UTM,Bachelor of Technology with Education (Building Construction) with Honours,Faculty of Social Sciences and Humanities,Science,1235,West
UTM,Bachelor of Technology with Education (Mechanical Engineering) with Honours,Faculty of Social Sciences and Humanities,Science,1235,West
UTM,Bachelor of Technology with Education (Electric & Electronic) with Honours,Faculty of Social Sciences and Humanities,Science,1235,West
UTM,Bachelor of Education (Teaching English as a Second Language) with Honours),Faculty of Social Sciences and Humanities,Science,1235,West
UTM,Bachelor of Education (Islamic Studies) with Honours,Faculty of Social Sciences and Humanities,Science,1235,West
UTM,Bachelor of Science with Education (Sports Science) with Honours,Faculty of Social Sciences and Humanities,Science,1235,West
UTM,Bachelor of Science with Education (Mathematics) with Honours,Faculty of Social Sciences and Humanities,Science,1235,West
UTM,Bachelor of Science with Education (Physics) with Honours,Faculty of Social Sciences and Humanities,Science,1235,West
UTM,Bachelor of Science with Education (Chemistry) with Honours,Faculty of Social Sciences and Humanities,Science,1235,West
UTM,Bachelor of Science (Human Resource Development) with Honours,Faculty of Social Sciences and Humanities,Science,1235,West
UTM,Bachelor of Psychology with Human Resource Development with Honours,Faculty of Social Sciences and Humanities,Science,1235,West
UTM,Bachelor of Science (Physics) with Honours,Faculty of Science,Science,1345,West
UTM,Bachelor of Science (Industrial Physics) with Honours,Faculty of Science,Science,1345,West
UTM,Bachelor of Science (Chemistry) with Honours,Faculty of Science,Science,1345,West
UTM,Bachelor of Science (Industrial Chemistry) with Honours,Faculty of Science,Science,1345,West
UTM,Bachelor of Science (Mathematics) with Honours,Faculty of Science,Science,1345,West
UTM,Bachelor of Science (Industrial Mathematics) with Honours,Faculty of Science,Science,1345,West
UTM,Bachelor of Science (Industrial Biology) with Honours,Faculty of Science,Science,1345,West
UTM,Bachelor of Science (Biology) with Honours,Faculty of Science,Science,1345,West
UTM,Bachelor of Computer Science (Bioinformatics) with Honours,Faculty of Engineering,Computing & IT,1385,West
UTM,Bachelor of Computer Science (Software Engineering) with Honours,Faculty of Engineering,Computing & IT,1385,West
UTM,Bachelor of Computer Science (Data Engineering) with Honours,Faculty of Engineering,Computing & IT,1385,West
UTM,Bachelor of Computer Science (Computer Networks & Security) with Honours,Faculty of Engineering,Computing & IT,1385,West
UTM,Bachelor of Computer Science (Graphics and Multimedia Software) with Honours,Faculty of Engineering,Computing & IT,1385,West
UTM,Bachelor of Chemical Engineering with Honours,Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Electrical Engineering with Honours,Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Chemical Engineering (Bioprocess) with Honours,Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Electronic Engineering with Honours,Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Chemical Engineering (Gas) with Honours,Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Engineering (Electrical-Mechatronics),Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Nuclear Engineering with Honours,Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Petroleum Engineering with Honours,Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Biomedical Engineering with Honours,Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Civil Engineering with Honours,Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Mechanical Engineering with Honours,Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Mechanical Engineering (Materials) with Honours,Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Mechanical Engineering (Industrial) with Honours,Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Mechanical Engineering (Aeronautics) with Honours,Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Mechanical Engineering (Automotive) with Honours,Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Mechanical Engineering (Manufacturing) with Honours,Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Naval Architecture & Offshore Engineering with Honours,Faculty of Engineering,Engineering,1400,West
UTM,Bachelor of Accounting with Honours,"Azman Hashim International 
Business School",Accounting & Finance,1235,West
UTM,Bachelor of Management (Marketing) with Honours,"Azman Hashim International 
Business School",Business Management & Administration,1235,West
UTM,Bachelor of Management (Technology) with Honours,"Azman Hashim International 
Business School",Business Management & Administration,1235,West
UTM,Bachelor of Science in Architecture with Honours,Faculty of Built Environment & Surveying,Architecture & Building,1385,West
UTM,Bachelor of Quantity Surveying with Honours,Faculty of Built Environment & Surveying,Architecture & Building,1385,West
UTM,Bachelor of Science in Construction with Honours,Faculty of Built Environment & Surveying,Architecture & Building,1385,West
UTM,Bachelor of Urban and Regional Planning with Honours,Faculty of Built Environment & Surveying,Architecture & Building,1385,West
UTM,Bachelor of Landscape Architecture with Honours,Faculty of Built Environment & Surveying,Architecture & Building,1385,West
UTM,Bachelor of Geomatics Engineering with Honours,Faculty of Built Environment & Surveying,Architecture & Building,1385,West
UTM,Bachelor of Science Geoinformatics with Honours,Faculty of Built Environment & Surveying,Architecture & Building,1385,West
UTM,Bachelor of Science in Land Administration and Development with Honours,Faculty of Built Environment & Surveying,Architecture & Building,1385,West
UTM,Bachelor of Property Management with Honours,Faculty of Built Environment & Surveying,Architecture & Building,1385,West
UTM,Bachelor Of Science with Honours (Industrial Design),"Razak Faculty of 
Technology and Informatics",Science,1385,West
UTM,Bachelor of Electronic System Engineering with Honours,"Malaysia – Japan International 
Institute of Technology",Engineering,714,West
UTM,Bachelor of Mechanical Precision Engineering with Honours,"Malaysia – Japan International 
Institute of Technology",Engineering,714,West
UTM,Bachelor of Chemical Process Engineering with Honours,"Malaysia – Japan International 
Institute of Technology",Engineering,714,West
UTM,Bachelor of Computer Science (Software Engineering) with Honours,"Malaysia – Japan International 
Institute of Technology",Computing & IT,714,West
UTHM,Bachelor of Civil Engineering with Honours,Faculty of Civil Engineering and Build Environment,Engineering,1600,West
UTHM,Bachelor of Science in Architecture,Faculty of Civil Engineering and Build Environment,Architecture & Building,1397,West
UTHM,Bachelor of Science (Industrial Statistics) with Honours,Faculty of Applied Science and Technology,Mathematics & Statistics,700,West
UTHM,Bachelor of Science with Honours (Applied Physics),Faculty of Applied Science and Technology,Science,700,West
UTHM,Bachelor of Science with Honours (Mathematics Technology),Faculty of Applied Science and Technology,Science,700,West
UTHM,Bachelor of Science with Honours (Biodiversity and Conservation),Faculty of Applied Science and Technology,Science,700,West
UTHM,Bachelor of Science with Honours (Food Technology),Faculty of Applied Science and Technology,Manufacturing & Processing,700,West
UTHM,Bachelor of Electronic Engineering with Honours (BEJ),Faculty of Electrical and Electronic Engineering,Engineering,700,West
UTHM,Bachelor of Electrical Engineering with Honours (BEV),Faculty of Electrical and Electronic Engineering,Engineering,700,West
UTHM,Bachelor of Mechanical Engineering (Honours) [BDD],Faculty of Mechanical and Manufacturing Engineering,Engineering,700,West
UTHM,Bachelor of Engineering Technology (Professional Piloting) with Honours (BDC),Faculty of Mechanical and Manufacturing Engineering,Engineering,700,West
UTHM,Bachelor of Engineering Technology (Aircraft Maintenance) with Honours (BDM),Faculty of Mechanical and Manufacturing Engineering,Engineering,700,West
UTHM,Bachelor of Engineering Technology (Aircraft Manufacturing) with Honours (BDX),Faculty of Mechanical and Manufacturing Engineering,Engineering,700,West
UTHM,Bachelor of Technology Management with Honours,Faculty of Technology Management and Business,Business Management & Administration,700,West
UTHM,Bachelor of Real Estate Management with Honours,Faculty of Technology Management and Business,Business Management & Administration,700,West
UTHM,Bachelor of Technology Management (Construction) with Honours,Faculty of Technology Management and Business,Business Management & Administration,700,West
UTHM,Bachelor of Technology Management (Furniture Design and Manufacturing) with Honours,Faculty of Technology Management and Business,Business Management & Administration,700,West
UTHM,Bachelor of Technology Management (Production and Operation) with Honours,Faculty of Technology Management and Business,Business Management & Administration,700,West
UTHM,Bachelor Degree in Vocational Education (General Machining) with Honours,Faculty of Technical and Vocational Education,Engineering,700,West
UTHM,Bachelor Degree in Vocational Education (Building Construction) with Honours,Faculty of Technical and Vocational Education,Architecture & Building,700,West
UTHM,Bachelor Degree in Vocational Education (Catering) with Honours,Faculty of Technical and Vocational Education,Hospitality & Tourism,700,West
UTHM,Bachelor Degree in Vocational Education (Welding and Metal Fabrication) with Honours,Faculty of Technical and Vocational Education,Engineering,700,West
UTHM,Bachelor Degree in Vocational Education (Electrical and Electronics) with Honours,Faculty of Technical and Vocational Education,Engineering,700,West
UTHM,Bachelor Degree in Vocational Education (Creative Multimedia) with Honours,Faculty of Technical and Vocational Education,Audio-visual Techniques & Media Production,700,West
UTHM,Bachelor Degree in Vocational Education (Air Conditioning and Refrigeration) with Honours,Faculty of Technical and Vocational Education,Engineering,700,West
UTHM,Bachelor in Food Service Technology with Honours,Faculty of Technical and Vocational Education,Manufacturing & Processing,700,West
UTHM,Bachelor of Technology in Building Construction with Honours,Faculty of Technical and Vocational Education,Architecture & Building,700,West
UTHM,Bachelor of Technology in Refrigeration and Air Conditioning with Honours,Faculty of Technical and Vocational Education,Engineering,700,West
UTHM,Bachelor of Technology in Industrial Electronic Automation with Honours,Faculty of Technical and Vocational Education,Engineering,700,West
UTHM,Bachelor of Technology in Electrical Maintenance System with Honours,Faculty of Technical and Vocational Education,Engineering,700,West
UTHM,Bachelor of Technology in Welding with Honours,Faculty of Technical and Vocational Education,Engineering,700,West
UTHM,Bachelor of Technology in Industrial Machining with Honours,Faculty of Technical and Vocational Education,Engineering,700,West
UTHM,Bachelor of Information Technology,Faculty of Computer Science and Information Technology,Computing & IT,700,West
UTHM,Bachelor of Computer Sciences (Software Engineering) With Honours,Faculty of Computer Science and Information Technology,Computing & IT,700,West
UTHM,Bachelor of Computer Science (Web Technology) With Honours,Faculty of Computer Science and Information Technology,Computing & IT,700,West
UTHM,Bachelor of Computer Science (Information Security) With Honours,Faculty of Computer Science and Information Technology,Computing & IT,700,West
UTHM,Bachelor of Computer Science (Multimedia) With Honours,Faculty of Computer Science and Information Technology,Computing & IT,700,West
UTHM,Bachelor of Engineering Technology in Rail Transportation with Honours,Faculty of Engineering Technology,Engineering,700,West
UTHM,Bachelor of Chemical Engineering Technology (Biotechnology) with Honours,Faculty of Engineering Technology,Engineering,700,West
UTHM,Bachelor Degree of Civil Engineering Technology (Building Services) with Honours,Faculty of Engineering Technology,Engineering,700,West
UTHM,Bachelor Degree of Civil Engineering Technology (Environmental) with Honours,Faculty of Engineering Technology,Engineering,700,West
UTHM,Bachelor Degree of Civil Engineering Technology (Construction) with Honours,Faculty of Engineering Technology,Engineering,700,West
UiTM,Bachelor of Science (Hons.) Biology,Faculty of Applied Sciences,Science,200,West
UiTM,Bachelor of Science (Hons.) Bio-Molecular Science,Faculty of Applied Sciences,Science,200,West
UiTM,Bachelor of Science (Hons.) Biodiversity Management,Faculty of Applied Sciences,Science,200,West
UiTM,Bachelor of Science (Hons.) Physics,Faculty of Applied Sciences,Science,200,West
UiTM,Bachelor of Science (Hons.) Materials Science and Technology,Faculty of Applied Sciences,Science,200,West
UiTM,Bachelor of Science (Hons.) Industrial Physics,Faculty of Applied Sciences,Science,200,West
UiTM,Bachelor of Science (Hons.) Marine Technology,Faculty of Applied Sciences,Science,200,West
UiTM,Bachelor of Science (Hons.) Chemistry,Faculty of Applied Sciences,Science,200,West
UiTM,Bachelor of Science (Hons.) Chemistry with Management,Faculty of Applied Sciences,Science,200,West
UiTM,Bachelor of Science (Hons.) Applied Chemistry,Faculty of Applied Sciences,Science,200,West
UiTM,Bachelor of Science (Hons.) Environmental Technology,Faculty of Applied Sciences,Environmental Protection,200,West
UiTM,Bachelor of Science (Hons.) Chemistry (Forensic Analysis),Faculty of Applied Sciences,Science,200,West
UiTM,Bachelor of Science (Hons.) Bio-Composite Technology,Faculty of Applied Sciences,Science,200,West
UiTM,Bachelor of Science (Hons.) Polymer Technology,Faculty of Applied Sciences,Science,200,West
UiTM,Bachelor of Science (Hons.) Food Science and Technology,Faculty of Applied Sciences,Manufacturing & Processing,200,West
UiTM,Bachelor of Science (Hons.) Furniture Technology,Faculty of Applied Sciences,Manufacturing & Processing,200,West
UiTM,Bachelor of Science (Hons.) Textile Science and Fashion Technology,Faculty of Applied Sciences,Manufacturing & Processing,200,West
UiTM,Bachelor of Science (Hons.) Textile Science and Fashion Technology,Faculty of Applied Sciences,Manufacturing & Processing,200,West
UiTM,"Bachelor of Science (Hons.) Textile Science and Fashion Technology AND 
Bachelor of Art Textile Design (Hons.)",Faculty of Applied Sciences,Manufacturing & Processing,200,West
UiTM,"Bachelor of Science (Hons.) Textile Science and Fashion Technology AND     
Bachelor of Art Fashion Design (Hons)",Faculty of Applied Sciences,Manufacturing & Processing,200,West
UiTM,Bachelor of Parks & Amenity Management (Hons),"Faculty of Architecture, Planning & Surveying",Architecture & Building,200,West
UiTM,Bachelor of Surveying Science and Geomatics (Hons),"Faculty of Architecture, Planning & Surveying",Architecture & Building,200,West
UiTM,Bachelor of Science in Construction Management (Hons),"Faculty of Architecture, Planning & Surveying",Architecture & Building,200,West
UiTM,Bachelor of Building Surveying (Hons),"Faculty of Architecture, Planning & Surveying",Architecture & Building,200,West
UiTM,Bachelor of Quantity Surveying (Hons),"Faculty of Architecture, Planning & Surveying",Architecture & Building,200,West
UiTM,Bachelor of Estate Management (Hons),"Faculty of Architecture, Planning & Surveying",Architecture & Building,200,West
UiTM,Bachelor of Interior Architecture (Hons),"Faculty of Architecture, Planning & Surveying",Architecture & Building,200,West
UiTM,Bachelor of Town and Regional Planning (Hons),"Faculty of Architecture, Planning & Surveying",Architecture & Building,200,West
UiTM,Bachelor of Science in Architecture (Hons),"Faculty of Architecture, Planning & Surveying",Architecture & Building,200,West
UiTM,Bachelor of Landscape Architecture (Hons),"Faculty of Architecture, Planning & Surveying",Architecture & Building,200,West
UiTM,Bachelor of Engineering (Honours) Mechanical,Faculty of Mechanical Engineering,Engineering,200,West
UiTM,Bachelor of Mechanical Engineering (Manufacturing) (Honours),Faculty of Mechanical Engineering,Engineering,200,West
UiTM,Bachelor of Engineering (Electrical Engineering) (Hons),Faculty of Electrical Engineering,Engineering,200,West
UiTM,Bachelor of Engineering (Hons.) Civil,Faculty of Civil Engineering,Engineering,200,West
UiTM,Bachelor of Engineering (Hons) Chemical,Faculty of Chemical Engineering,Engineering,200,West
UiTM,Bachelor of Chemical Engineering (Environment) with Honours,Faculty of Chemical Engineering,Engineering,200,West
UiTM,Bachelor of Engineering (Hons) Oil & Gas,Faculty of Chemical Engineering,Engineering,200,West
UiTM,Bachelor of Computer Science(Hons.),Faculty of Computer & Mathematical Sciences,Computing & IT,200,West
UiTM,Bachelor of Information Technology(Hons.),Faculty of Computer & Mathematical Sciences,Computing & IT,200,West
UiTM,Bachelor of Science (Hons.) Statistics,Faculty of Computer & Mathematical Sciences,Mathematics & Statistics,200,West
UiTM,Bachelor of Science (Hons.) Actuarial Science,Faculty of Computer & Mathematical Sciences,Mathematics & Statistics,200,West
UiTM,Bachelor of Science (Hons.) Management Mathematics,Faculty of Computer & Mathematical Sciences,Mathematics & Statistics,200,West
UiTM,Bachelor of Science (Hons.) Mathematics,Faculty of Computer & Mathematical Sciences,Mathematics & Statistics,200,West
UiTM,Bachelor of Computer Science(Hons.)Netcentric Computing,Faculty of Computer & Mathematical Sciences,Computing & IT,200,West
UiTM,Bachelor of Computer Science(Hons.)Multimedia Computing,Faculty of Computer & Mathematical Sciences,Computing & IT,200,West
UiTM,Bachelor of Computer Science(Hons.) Data Communicatian and Networking,Faculty of Computer & Mathematical Sciences,Computing & IT,200,West
UiTM,Bachelor Of Information Systems (Hons.) Intelligent Systems Engineering,Faculty of Computer & Mathematical Sciences,Computing & IT,200,West
UiTM,Bachelor Of Information Systems (Hons.) Business Computing,Faculty of Computer & Mathematical Sciences,Computing & IT,200,West
UiTM,"Bachelor Of Information Technology (Hons.) 
Information Systems Engineering",Faculty of Computer & Mathematical Sciences,Computing & IT,200,West
UiTM,Bachelor Of Science (Hons.) Computational Mathematics,Faculty of Computer & Mathematical Sciences,Computing & IT,200,West
UiTM,Bachelor of Mobile Computing,Faculty of Computer & Mathematical Sciences,Computing & IT,200,West
UiTM,Bachelor of Science (Hons.) Mathematics & Bachelor of Business Administration (Hons.) Business Economics,Faculty of Computer & Mathematical Sciences,Mathematics & Statistics,200,West
UiTM,Bachelor of Dental Surgery,Faculty of Dentistry,Medicine & Healthcare,200,West
UiTM,Bachelor of Physiotherapy,Faculty of Health Sciences,Medicine & Healthcare,200,West
UiTM,Bachelor of Optometry,Faculty of Health Sciences,Medicine & Healthcare,200,West
UiTM,Bachelor of Occupational Rehabilitation,Faculty of Health Sciences,Medicine & Healthcare,200,West
UiTM,Bachelor of Medical Imaging,Faculty of Health Sciences,Medicine & Healthcare,200,West
UiTM,Bachelor of Nutrition & Dietetics,Faculty of Health Sciences,Medicine & Healthcare,200,West
UiTM,Bachelor of Environmental Health & Safety,Faculty of Health Sciences,Environmental Protection,200,West
UiTM,Bachelor of Medicine-Bachelor of Surgery,Faculty of Medicine,Medicine & Healthcare,200,West
UiTM,Bachelor of Pharmacy (Hons),Faculty of Medicine,Medicine & Healthcare,200,West
UiTM,B.Sc. (Hons) In Plantation Technology And Management,Faculty of Plantation & Agrotechnology,"Agriculture, Forestry, Fishery & Veterinary",200,West
UiTM,B.Sc. In Agrotechnology (Hons) Agronomy,Faculty of Plantation & Agrotechnology,"Agriculture, Forestry, Fishery & Veterinary",200,West
UiTM,B.Sc. (Hons) Agribusiness,Faculty of Plantation & Agrotechnology,"Agriculture, Forestry, Fishery & Veterinary",200,West
UiTM,B.Sc. (Hons) In Agrotechnology (Plant Biotechnology),Faculty of Plantation & Agrotechnology,"Agriculture, Forestry, Fishery & Veterinary",200,West
UiTM,B.Sc. (Hons) In Agrotechnology (Horticulture Technology),Faculty of Plantation & Agrotechnology,"Agriculture, Forestry, Fishery & Veterinary",200,West
UiTM,B.Sc. of Smart Crop Production Technology,Faculty of Plantation & Agrotechnology,"Agriculture, Forestry, Fishery & Veterinary",200,West
UiTM,Bachelor of Sports Management (Hons.),Faculty of Sport Science & Recreation,Social Sciences & Humanities,200,West
UiTM,Bachelor of Sports Science (Hons.),Faculty of Sport Science & Recreation,Social Sciences & Humanities,200,West
UiTM,Bachelor Health and Fitness (Honours),Faculty of Sport Science & Recreation,Social Sciences & Humanities,200,West
UiTM,Bachelor of Corporate Administration (Hons),"Faculty of Administrative Science &
Policy Studies",Social Sciences & Humanities,200,West
UiTM,Bachelor of Environmental Administration (Hons),"Faculty of Administrative Science &
Policy Studies",Social Sciences & Humanities,200,West
UiTM,Bachelor of Administrative Science (Hons),"Faculty of Administrative Science &
Policy Studies",Social Sciences & Humanities,200,West
UiTM,Bachelor of Fine Arts(Hons),Faculty of Art & Design,Social Sciences & Humanities,200,West
UiTM,Bachelor of Printing Technology(Hons),Faculty of Art & Design,Social Sciences & Humanities,200,West
UiTM,Bachelor of Visual Culture Studies(Hons),Faculty of Art & Design,Social Sciences & Humanities,200,West
UiTM,Bachelor of Creative Game Design (Honours),Faculty of Art & Design,Social Sciences & Humanities,200,West
UiTM,Bachelor of Graphic Design (Honours),Faculty of Art & Design,Social Sciences & Humanities,200,West
UiTM,Bachelor of Textile Design (Honours),Faculty of Art & Design,Social Sciences & Humanities,200,West
UiTM,Bachelor of Contemporary Metal Design (honours),Faculty of Art & Design,Social Sciences & Humanities,200,West
UiTM,Bachelor of Industrial Design (Honours),Faculty of Art & Design,Social Sciences & Humanities,200,West
UiTM,Bachelor of Fashion Design (Honours),Faculty of Art & Design,Social Sciences & Humanities,200,West
UiTM,Bachelor of Creative Photomedia (Honours),Faculty of Art & Design,Social Sciences & Humanities,200,West
UiTM,Bachelor Of Mass Communication (Hons) Journalism,Faculty of Communication & Media Studies,Social Sciences & Humanities,200,West
UiTM,Bachelor Of Mass Communication (Hons) Broadcasting,Faculty of Communication & Media Studies,Social Sciences & Humanities,200,West
UiTM,Bachelor Of Mass Communication (Hons) Publishing,Faculty of Communication & Media Studies,Social Sciences & Humanities,200,West
UiTM,Bachelor Of Mass Communication (Hons) Public Relations,Faculty of Communication & Media Studies,Social Sciences & Humanities,200,West
UiTM,Bachelor Of Mass Communication (Hons) Advertising,Faculty of Communication & Media Studies,Social Sciences & Humanities,200,West
UiTM,Bachelor Of Communication (Hons) New Media Communication,Faculty of Communication & Media Studies,Social Sciences & Humanities,200,West
UiTM,"Bachelor Of Communication (Hons) Instructional 
Communication And Training",Faculty of Communication & Media Studies,Social Sciences & Humanities,200,West
UiTM,Bachelor Of Communication (Hons) Interpersonal Communication,Faculty of Communication & Media Studies,Social Sciences & Humanities,200,West
UiTM,Bachelor Of Communication (Hons) Communication Management & Policy,Faculty of Communication & Media Studies,Social Sciences & Humanities,200,West
UiTM,Bachelor of Science Education (Hons.) Mathematics,Faculty of Education,Social Sciences & Humanities,200,West
UiTM,Bachelor of Education (Hons.) Teaching of English as a Second Language,Faculty of Education,Social Sciences & Humanities,200,West
UiTM,Bachelor of Education (Hons.) Art and Design Education,Faculty of Education,Social Sciences & Humanities,200,West
UiTM,Bachelor of Education (Hons.) Physical and Health Education,Faculty of Education,Social Sciences & Humanities,200,West
UiTM,Bachelor of Science Education (Hons.) Biology,Faculty of Education,Social Sciences & Humanities,200,West
UiTM,Bachelor of Science Education (Hons.) Physics,Faculty of Education,Social Sciences & Humanities,200,West
UiTM,Bachelor of Science Education (Hons.) Chemistry,Faculty of Education,Social Sciences & Humanities,200,West
UiTM,Bachelor Of Animation (Honours) 2D Animation Production,"Faculty of Film, Theater & Animation",Social Sciences & Humanities,200,West
UiTM,Bachelor Of Animation (Honours) 3D Animation Production,"Faculty of Film, Theater & Animation",Social Sciences & Humanities,200,West
UiTM,Bachelor Of Film (Honours) Film Directory,"Faculty of Film, Theater & Animation",Social Sciences & Humanities,200,West
UiTM,Bachelor Of Film (Honours) Cinematography,"Faculty of Film, Theater & Animation",Social Sciences & Humanities,200,West
UiTM,Bachelor Of Creative Industry Management (Honours) Arts Management,"Faculty of Film, Theater & Animation",Social Sciences & Humanities,200,West
UiTM,Bachelor Of Creative Industry Management (Honours) Film Production,"Faculty of Film, Theater & Animation",Social Sciences & Humanities,200,West
UiTM,Bachelor Of Theatre (Honours) Theatre Production,"Faculty of Film, Theater & Animation",Social Sciences & Humanities,200,West
UiTM,Bachelor Of Theatre (Honours) Synodical,"Faculty of Film, Theater & Animation",Social Sciences & Humanities,200,West
UiTM,Bachelor Of Writing (Honours) Writing,"Faculty of Film, Theater & Animation",Social Sciences & Humanities,200,West
UiTM,Bachelor Of Screen Writing (Honours) Creative Writing (Honours),"Faculty of Film, Theater & Animation",Social Sciences & Humanities,200,West
UiTM,Bachelor of Laws (LL.B),Faculty of Law,Business & Management,200,West
UiTM,Bachelor of Music Business (Hons),Faculty of Music,Business & Management,200,West
UiTM,Bachelor of Music Performance (Hons),Faculty of Music,Business & Management,200,West
UiTM,Bachelor of Music Composition (Hons),Faculty of Music,Business & Management,200,West
UiTM,Bachelor of Music Education (Hons),Faculty of Music,Business & Management,200,West
UiTM,Bachelor of Accountancy (Hons.),Faculty of Accountancy,Business & Management,200,West
UiTM,Bachelor of Information Science (Hons) Library Management - IM244,Faculty of Information Management,Business & Management,200,West
UiTM,Bachelor of Information Science (Hons) Information Systems Management - IM245,Faculty of Information Management,Business & Management,200,West
UiTM,Bachelor of Information Science (Hons) Records Management - IM246,Faculty of Information Management,Business & Management,200,West
UiTM,Bachelor of Information Science (Hons) Resource Centre Management - IM247,Faculty of Information Management,Business & Management,200,West
UiTM,Bachelor of Information Science (Hons) Information Content Management - IM249,Faculty of Information Management,Business & Management,200,West
UiTM,Bachelor of Health Administration (Hons),Faculty of Business & Management,Business & Management,200,West
UiTM,Bachelor of Event Management (Hons),Faculty of Business & Management,Business & Management,200,West
UiTM,Bachelor of Business Administration (Hons) Human Resource Management,Faculty of Business & Management,Business & Management,200,West
UiTM,Bachelor of Business Administration (Hons) International Business,Faculty of Business & Management,Business & Management,200,West
UiTM,Bachelor of Business Administration (Hons) Marketing,Faculty of Business & Management,Business & Management,200,West
UiTM,Bachelor of Customer Service Management (Hons),Faculty of Business & Management,Business & Management,200,West
UiTM,Bachelor of Business Administration (Hons) Retail Management,Faculty of Business & Management,Business & Management,200,West
UiTM,Bachelor of Business Administration (Hons) Entrepreneurship,Faculty of Business & Management,Business & Management,200,West
UiTM,Bachelor of Business Administration (Hons) Insurance,Faculty of Business & Management,Business & Management,200,West
UiTM,Bachelor of Business Administration (Hons) Finance,Faculty of Business & Management,Business & Management,200,West
UiTM,Bachelor of Business Administration (Hons) Islamic Banking,Faculty of Business & Management,Business & Management,200,West
UiTM,Bachelor of Business Administration (Hons) Business Economics,Faculty of Business & Management,Business & Management,200,West
UiTM,Double Degree,Faculty of Business & Management,Business & Management,200,West
UiTM,Bachelor in Office Systems Management (Hons),Faculty of Business & Management,Business & Management,200,West
UiTM,Bachelor of Business Administration (Hons) Operations Management,Faculty of Business & Management,Business & Management,200,West
UiTM,Bachelor of Business Administration (Hons) Transport,Faculty of Business & Management,Business & Management,200,West
UiTM,B.Sc (Hons) Culinary Arts Management,Faculty of Hotel & Tourism Management,Business & Management,200,West
UiTM,B.Sc. (Hons.) Hotel Management,Faculty of Hotel & Tourism Management,Business & Management,200,West
UiTM,B. Sc. (Hons.) Tourism Management,Faculty of Hotel & Tourism Management,Business & Management,200,West
UiTM,B.Sc. (Hons.) Foodservice Management,Faculty of Hotel & Tourism Management,Business & Management,200,West
UiTM,B.Sc. (Hons.) Foodservice Management with Entrepreneurship,Faculty of Hotel & Tourism Management,Business & Management,200,West
UM,Bachelor of Shariah (Fiqh and Usul),Academy of Islamic Studies,Humanities,1100,West
UM,Bachelor of Shariah (Shariah and Economy),Academy of Islamic Studies,Humanities,1100,West
UM,Bachelor of Shariah (Islamic Political Science),Academy of Islamic Studies,Humanities,1100,West
UM,Bachelor of Shariah (Islamic Astronomy),Academy of Islamic Studies,Humanities,1100,West
UM,Bachelor of Usuluddin (Al-Quran and Al-Hadith),Academy of Islamic Studies,Humanities,1100,West
UM,Bachelor of Usuluddin (Aqidah and Islamic Thinking),Academy of Islamic Studies,Humanities,1100,West
UM,Bachelor of Usuluddin (Islamic History and Civilisation),Academy of Islamic Studies,Humanities,1100,West
UM,Bachelor of Usuluddin (Dakwah and Human Development),Academy of Islamic Studies,Humanities,1100,West
UM,Bachelor of Muamalat Management,Academy of Islamic Studies,Humanities,1030,West
UM,Bachelor of Shariah and Law,Academy of Islamic Studies,Humanities,1140,West
UM,Bachelor of Islamic Education (Islamic Studies),Academy of Islamic Studies,Humanities,1080,West
UM,Bachelor of Islamic Education (Quranic Studies),Academy of Islamic Studies,Humanities,1080,West
